Load History,Distance to Task,Total Distance Travelled,Robot Type,Task Type,Capability Match?,Suitability
8,18.00420793728256,26.95949626106198,Large,Large,1,2.450731032000888
0,24.68061966265328,5.620743628124059,Medium,Medium,1,5.0
9,8.990289363862383,32.359151914414,Small,Large,0,0.0
5,4.714544795497419,34.06399056502593,Small,Medium,0,0.0
9,18.94575169128719,31.591187059866225,Small,Small,1,1.9005825638256815
5,8.220268743796977,45.583753305653694,Large,Large,1,3.511297737461423
8,13.410588423821965,27.328564452554517,Medium,Medium,1,3.092104048286413
0,11.20765291293819,0.1971540609986555,Small,Large,0,0.0
0,19.85799812156254,45.8613475923505,Small,Small,1,3.3802534318435846
0,14.693891567377523,37.72566158967236,Large,Small,0,0.0
5,4.288551875282481,0.7897533473317231,Medium,Medium,1,6.969639095984831
4,7.479651397346673,39.28907093568866,Small,Small,1,4.68448481111054
1,9.680947789071656,32.884813358397956,Medium,Medium,1,5.816591234170293
3,15.787489686169643,46.76099651137127,Medium,Medium,1,3.395889658008764
8,14.58888202661853,19.782928117140948,Medium,Medium,1,3.2950178817211686
5,9.64675560987758,32.36973768302086,Small,Small,1,3.9363324358006286
7,19.62966459564909,44.26326453866587,Large,Large,1,1.8823653163507423
5,21.564685535560336,30.903023670781028,Large,Small,0,0.0
6,18.67133128167702,7.963814133103508,Large,Large,1,3.828977441022022
4,14.585467437284358,31.570295003925015,Medium,Medium,1,3.2800497313001333
9,4.346220476515975,46.629743520616515,Large,Large,1,2.4752076228083726
3,23.415576989445523,4.126546662398761,Small,Small,1,5.000000000000001
8,19.411160204630605,26.36948719042583,Medium,Large,0,0.0
1,22.526145528287906,20.883731536167083,Small,Small,1,4.54306637877555
3,20.345542394025088,13.545433994589878,Large,Large,1,4.642141603782141
1,8.970797612896368,40.78816909968512,Medium,Medium,1,5.608827504771946
8,13.372864066780654,41.93112302343284,Large,Large,1,2.299322476168836
2,0.18600105865010375,28.8951824340694,Medium,Large,0,0.0
7,12.429627196579906,44.03705761346082,Small,Small,1,2.70136716736575
7,13.278568896869622,18.62547816323153,Large,Large,1,3.847411313666519
6,16.64471493748305,24.27127433008011,Medium,Medium,1,2.8896306179531224
0,18.747197586397583,14.706759099445781,Medium,Medium,1,6.129682302668868
7,3.7719404478703615,31.34033953287022,Large,Large,1,3.6352220353428626
7,22.165037238126235,42.9948596815064,Medium,Medium,1,1.520014379734033
9,5.990257780698924,43.272394229984236,Large,Large,1,2.6747483379121975
9,22.04881351657164,45.69174489196061,Large,Large,1,0.9659923397774216
8,4.000917541900886,44.82473240028912,Small,Small,1,3.1620581805926276
2,4.6150773508244285,4.633760026131578,Small,Small,1,7.108753005704327
2,13.663707172032963,44.38950209484368,Medium,Medium,1,4.201795343482927
6,17.570795829719035,40.618920205875725,Large,Large,1,2.043369884758919
9,8.542362683367552,49.37177658290689,Large,Large,1,2.123330177143448
7,10.17027628400414,30.450654976420143,Medium,Medium,1,3.096651608735911
5,23.345495237304032,47.936374323079775,Large,Large,1,1.4166294616917705
0,0.3298508341426726,21.40792981752927,Large,Large,1,7.137748090043117
4,1.8701436509514306,45.021773894916926,Large,Large,1,5.174831325161637
3,11.404917037488799,0.07489193532149718,Medium,Medium,1,6.469015544823633
5,20.243930001217297,29.45734336405092,Large,Large,1,2.8580703919771073
3,13.617858758424031,47.80717906435199,Medium,Medium,1,3.4924050986963473
4,19.021895661347287,23.517362633425687,Small,Small,1,4.019231061139397
9,2.109532719353097,18.902582648171755,Small,Large,0,0.0
4,19.88134222313853,49.97690991608356,Medium,Medium,1,2.8864075502896553
2,11.509215695106246,44.837479910336896,Small,Small,1,4.252845806758569
2,17.306827542199,3.9605191836476816,Large,Large,1,6.295825389599058
4,15.061759077160138,13.649791632223106,Medium,Medium,1,4.80804642544566
1,24.693106904938027,43.539121494470606,Small,Large,0,0.0
4,12.447253900673957,43.61263515578819,Small,Large,0,0.0
7,1.67644097063743,10.147940654748627,Large,Large,1,6.26798386312822
6,17.86829669880193,10.959851829402972,Medium,Medium,1,3.6491288996699307
7,1.6060309886881425,49.7261790530205,Medium,Medium,1,3.76798386312822
1,18.952184421563068,23.162912269743824,Small,Small,1,4.94824160437638
1,11.008680229629844,13.417731928873106,Medium,Large,0,0.0
6,10.89213931969429,8.756005659116484,Medium,Medium,1,5.054651167150197
7,3.4892245556522123,33.612986855644664,Large,Medium,0,0.0
5,22.36447589015469,24.19243219975823,Small,Small,1,3.150560808932585
3,7.322821229376164,15.13065362197666,Medium,Medium,1,5.451806403672885
3,7.651083217763049,36.41851960795187,Small,Small,1,4.904061857437713
3,10.794500351837618,26.544420161051512,Medium,Medium,1,4.669240657458347
8,8.108971847775173,21.759853745706735,Large,Medium,0,0.0
2,15.7138410087338,14.78700451867676,Medium,Medium,1,5.366176798539418
2,8.142635878849019,11.017061749689566,Medium,Medium,1,5.988300856940057
2,11.894140891705387,28.71340218626547,Medium,Medium,1,4.765760362271497
5,6.66037930687636,17.86719153107022,Medium,Medium,1,5.021721621889764
5,0.4708671798385383,49.36339135853905,Large,Medium,0,0.0
9,19.994446606925848,47.445460477903836,Medium,Medium,1,1.0147059791760333
6,1.8307510791309016,26.559440696332786,Small,Small,1,4.525079526645434
8,6.301605673812144,16.139197658091085,Medium,Medium,1,4.761936206382514
7,3.689697248854457,10.581679747597683,Medium,Small,0,0.0
6,17.683499359485342,49.51887219860286,Medium,Medium,1,2.0328320700933804
3,6.995202949573573,9.775346602719253,Large,Small,0,0.0
2,2.9801703877397974,40.28288183904176,Large,Large,1,5.478844124388129
8,24.307400556142188,36.13247097355828,Small,Medium,0,0.0
6,24.344426669627754,8.043985090332988,Medium,Small,0,0.0
8,15.58352960874467,6.2252262607857105,Medium,Medium,1,3.91206844816101
0,12.75166153220257,30.885173272821483,Medium,Medium,1,4.91151096928302
9,15.563499140024586,41.92891218096179,Medium,Small,0,0.0
1,19.253226709842362,35.128754770686996,Small,Small,1,3.6592495223592256
1,8.66622000411961,1.4322454519998862,Medium,Medium,1,7.664202709491839
0,8.24584287383858,25.21639555037481,Small,Small,1,6.285336287708388
8,19.04092402582218,37.963807245627414,Large,Large,1,1.8868258741969772
8,18.16675016629072,29.851330480310445,Small,Small,1,2.0132729945784584
5,22.76966033285438,38.89308861089062,Medium,Medium,1,2.537575667456898
5,22.537793228165473,17.318462936155022,Medium,Medium,1,3.5528837054572318
8,2.462183753113212,28.614173580433004,Medium,Medium,1,4.145589279868161
1,21.895133284723258,10.496390807499061,Medium,Medium,1,5.226323378023237
5,10.84898221914278,13.848415038124184,Large,Large,1,4.7882458698746975
7,22.179622107613692,28.482150949328844,Small,Small,1,2.2855382674742946
0,10.723074409751273,31.60228673788412,Large,Small,0,0.0
6,14.817306758962845,5.3203361241077936,Small,Medium,0,0.0
9,8.599052957595847,22.178233276728665,Small,Large,0,0.0
2,20.762879316860992,28.553699826727545,Large,Medium,0,0.0
7,0.6793543437028149,4.355745704046105,Medium,Large,0,0.0
7,24.186128380404867,17.27430264647069,Large,Large,1,3.180414707031049
9,13.336923791508944,48.75608125179597,Medium,Medium,1,1.5800886494976085
8,15.7166068922815,42.72226647246138,Small,Medium,0,0.0
4,17.119648483608156,44.92264345254163,Large,Large,1,3.0602537227005757
8,12.825702021051336,29.050282661387726,Medium,Medium,1,2.8909635656509356
4,10.898225385609766,38.28432499041069,Medium,Medium,1,4.301371304327238
7,13.074863013875396,1.6527969964618305,Medium,Medium,1,4.7680387546156595
8,13.084159722842484,0.6100310826951783,Small,Large,0,0.0
1,16.147055898420014,33.50043026980705,Small,Small,1,3.879706653856319
7,7.563789893317116,15.387942881759054,Small,Medium,0,0.0
4,8.648591816411486,0.7065656042810287,Medium,Small,0,0.0
7,5.2469494895850985,24.314776998082664,Large,Large,1,4.463589653968939
7,3.3636829204021694,4.482873427870393,Small,Medium,0,0.0
4,19.185260275016823,5.844805996326596,Medium,Medium,1,5.633070926966577
3,6.93074878970826,36.58396534288374,Medium,Medium,1,4.9670765567622235
1,24.84234831618883,31.479100381379606,Small,Medium,0,0.0
9,1.9285950199388586,28.842522262016,Small,Small,1,4.191123759215797
5,10.292122134840923,35.30445061539681,Large,Small,0,0.0
6,18.568583845659766,39.797998911041816,Large,Small,0,0.0
5,21.013849540362763,3.461761005449598,Small,Small,1,4.999999999999998
5,15.146309199660596,47.627513603090236,Small,Small,1,2.799457311935087
9,23.80864922417175,17.600132502972393,Medium,Large,0,0.0
6,3.4359412446804543,2.7551088283346017,Medium,Medium,1,6.599827745932488
4,0.9340178251613401,36.16506392436927,Medium,Medium,1,5.970317050732745
8,8.065951810683513,13.5508645184167,Large,Large,1,4.719192112770803
8,17.321732072890832,34.26195703665277,Small,Medium,0,0.0
1,10.781057712844191,15.010563623455974,Small,Large,0,0.0
9,17.8904468434339,41.85413997739103,Medium,Medium,1,1.663468480631574
1,0.9776487738336365,30.969552958193837,Small,Small,1,6.432491833005762
9,8.99283981765512,19.62458180516464,Small,Large,0,0.0
5,1.4064895808403892,3.811037619064872,Small,Small,1,7.096422086940791
8,6.076126615580934,17.46431638124122,Medium,Small,0,0.0
1,2.786347953277674,38.42657486583293,Medium,Large,0,0.0
5,0.09345959224339173,40.49196678922356,Small,Small,1,4.999999999999999
5,16.081041314175827,13.014651597762612,Large,Small,0,0.0
4,18.716356922955093,49.47385017696592,Large,Medium,0,0.0
7,11.109448278871023,45.975739921470904,Small,Small,1,2.915161053877425
8,13.813464672118709,23.0718554966788,Small,Small,1,3.3793255387355408
5,15.528022746092546,20.87734034246459,Large,Large,1,3.8446598849559623
0,19.067961780253373,41.86732016702892,Medium,Medium,1,3.5202115567190453
2,17.821112227987303,3.9055345478877457,Large,Large,1,6.220526227133937
2,21.71235525425211,30.142442602889442,Medium,Medium,1,3.673551859446665
4,7.131602784017666,33.68153560078861,Medium,Small,0,0.0
9,9.437978425330243,5.368670056668506,Medium,Medium,1,4.927723605204674
7,21.069749776015957,41.75925948717886,Medium,Medium,1,1.6793385500576552
1,2.106948127780667,19.709418709877262,Large,Small,0,0.0
7,22.571894740361962,46.709359391450036,Small,Small,1,1.0484582498018091
1,22.750329134555415,1.3800946042510975,Large,Large,1,5.073105319714821
7,17.676070439055934,24.43023843636274,Medium,Small,0,0.0
3,10.384849373204707,32.92736521558105,Medium,Small,0,0.0
8,10.805725239560182,49.24238620668267,Large,Small,0,0.0
4,20.269711155047805,27.90011329646368,Large,Large,1,3.4183973632625633
7,11.876689389260795,5.086702171095892,Medium,Large,0,0.0
0,10.093419045707975,1.690962104924354,Large,Large,1,7.733910055172453
4,18.686138562978506,19.283609613553583,Large,Large,1,4.4575279035526405
7,15.708420648320951,30.049744274661588,Large,Large,1,2.115857122212687
1,24.795915588459103,45.265878358808685,Medium,Medium,1,2.5785525999279604
6,5.603844261607291,33.53320462753028,Large,Large,1,3.6933129933212405
1,3.1707493957411126,24.684701187075337,Small,Small,1,6.687885893663188
8,18.928794478637776,33.04719052546974,Small,Medium,0,0.0
7,7.848512672912086,16.648895146990473,Medium,Medium,1,4.843142072257013
6,19.828268128859158,32.67094408478887,Small,Large,0,0.0
6,13.020864483716284,32.89086258702921,Large,Large,1,2.7238720986387794
2,8.757434466349313,22.53445503552392,Small,Small,1,5.45506305071294
3,13.75837417213612,29.15668002491622,Small,Medium,0,0.0
8,9.062490308742916,43.638980130079865,Large,Medium,0,0.0
9,6.317803368878744,27.850875027458184,Large,Small,0,0.0
9,9.823612384018116,16.31969136576267,Large,Medium,0,0.0
5,13.688755043070799,20.056853643376865,Small,Small,1,3.9379721004511943
7,2.8619033410111907,17.932724724062073,Medium,Medium,1,5.694102045734144
0,20.71905657408094,27.759850006387314,Small,Small,1,4.336589278749697
4,20.182522434462967,7.001436017618435,Small,Small,1,5.306085176217723
1,11.62106462006024,20.762915154033823,Large,Large,1,5.628186675510955
2,7.783147087504469,20.39488363024125,Large,Large,1,5.636222706949906
2,23.263665646428016,33.82790853601781,Medium,Medium,1,3.5177372100262323
4,14.255238830874081,43.16775029489692,Large,Large,1,3.362748798719937
2,20.37980070586181,43.3095673834699,Large,Large,1,3.0226262955971546
1,24.600353985278637,8.521804117222025,Medium,Medium,1,4.81743257645028
1,12.18668760901288,37.53894058800129,Small,Small,1,5.076034053063135
4,14.533519592447828,43.956401229171135,Medium,Medium,1,3.2754574897423767
6,3.1522735948948917,5.7316764703464695,Small,Small,1,6.278472170411162
1,6.64027102788241,28.707506034457325,Medium,Medium,1,6.232348826444555
1,3.021189705437033,38.191866363854196,Large,Large,1,5.814702226877362
0,3.295096441406051,21.13447841374895,Medium,Medium,1,7.15677974553039
3,7.6397736450097256,23.34360472627236,Large,Large,1,5.178237210675995
3,6.788553590892973,32.46531642128622,Small,Small,1,5.069869304366498
6,21.02833886959902,40.98435167610043,Small,Small,1,1.6133520962709698
5,22.3492712991319,46.82409969985812,Large,Small,0,0.0
8,2.6812159145198495,39.998070789791015,Large,Small,0,0.0
7,3.804136186691076,49.661664356118145,Medium,Medium,1,3.600842823178856
7,6.078788721450415,17.791895927926298,Large,Large,1,4.953996954225019
5,17.815620476567094,5.219452873171343,Small,Small,1,4.945946156125786
0,12.953577226362862,3.3519480836574522,Small,Small,1,7.002912383127701
0,23.547784306892066,23.809265567550668,Large,Large,1,4.259680666767599
4,9.577230893321348,27.34489585782019,Large,Large,1,4.575017734444588
3,3.2517575626329123,29.348832054153164,Small,Medium,0,0.0
4,20.651025040082622,32.15073038769904,Large,Small,0,0.0
6,12.47012333931159,20.305402590487738,Small,Medium,0,0.0
7,17.12035467041819,8.476652677049312,Large,Small,0,0.0
4,20.705309086652907,1.9765332855428808,Small,Large,0,0.0
4,1.817240719853358,10.139024801234054,Large,Medium,0,0.0
3,16.754353305350882,10.474500167584749,Small,Medium,0,0.0
0,13.343200635959002,6.293485727748482,Large,Small,0,0.0
3,8.581066830641277,32.02217874116144,Small,Small,1,4.86541515696836
5,21.547076745845377,38.492245675587355,Small,Small,1,2.5540087586961504
8,12.029970171501036,17.528501342609825,Medium,Medium,1,4.110990984486037
7,1.9595061366182553,45.340247524991995,Medium,Small,0,0.0
7,8.874693238816805,45.74649193520588,Medium,Medium,1,3.1571500835247797
4,18.128979541585878,30.58039252177035,Small,Medium,0,0.0
3,9.126218385265084,4.470527918681865,Medium,Medium,1,6.511564063458902
6,3.0343246377475874,19.34647321741867,Small,Medium,0,0.0
9,23.106092211304947,46.12249018643183,Large,Large,1,0.7109788359788359
8,18.586326992660425,45.7047256967503,Large,Small,0,0.0
5,14.348837733323618,45.404173214668404,Large,Small,0,0.0
4,22.80406022310139,23.144521449891727,Small,Large,0,0.0
0,2.3613035763148496,15.885309334449982,Small,Small,1,7.782919137107598
8,0.971266045405697,2.1181606725615976,Medium,Medium,1,5.8528746998163586
7,12.116054381073779,16.09082085438028,Small,Small,1,4.2377965469044065
2,14.657567569942618,18.478537526772303,Medium,Medium,1,5.097466234999917
4,22.340458514433443,30.839136624418124,Large,Small,0,0.0
1,23.87607875553193,11.562792387382181,Medium,Medium,1,4.806005507842725
1,24.999810495964233,11.118471014575276,Small,Small,1,4.808031127875041
0,2.666087732766642,32.15274391986443,Small,Small,1,6.3714321882510125
7,8.701407767880747,43.184050200006894,Large,Large,1,3.174241185218829
6,2.5754790963486456,46.212350273807914,Large,Medium,0,0.0
7,6.0566070750028596,17.401706056330646,Small,Small,1,4.991337669804584
7,2.3556048147481605,48.600672480469456,Small,Small,1,3.740341947852597
6,18.885412459818596,40.7068719449155,Medium,Medium,1,1.909161206079622
1,20.63036245634006,24.04761738596729,Large,Small,0,0.0
6,13.41262565617447,5.601027713269291,Large,Large,1,4.6172096204878805
2,0.9245602165789124,6.193821407891958,Small,Small,1,7.748854769118009
9,7.44975065594069,39.985337374071214,Small,Large,0,0.0
0,16.819664089560256,1.6203430906869987,Medium,Large,0,0.0
3,12.559331606528335,7.38455393921531,Large,Small,0,0.0
6,24.291281083306117,26.485523284778633,Small,Small,1,2.6685418395428524
5,10.120366711559155,9.939854359420291,Large,Large,1,5.234551367088614
5,8.60088624222958,0.08814601588716942,Medium,Medium,1,6.242642747411617
4,6.0595723746195596,8.230406764434573,Small,Small,1,6.0518426757637425
1,16.26030345276711,37.648989787505286,Large,Large,1,3.89982002060567
6,16.376879908204465,10.377079868334604,Small,Small,1,3.75787543296289
2,19.28817947247289,37.839406711999665,Medium,Large,0,0.0
2,14.010991076143375,9.72740126158112,Small,Medium,0,0.0
7,15.563817346555286,31.750650868709045,Medium,Medium,1,2.0690351676083987
1,6.614320959996841,34.77160577945644,Medium,Medium,1,6.063504037097332
1,1.8939642052996253,20.507357705358885,Small,Small,1,7.213646411225478
7,18.84787905317674,22.249542621586276,Large,Medium,0,0.0
4,21.347380588173813,38.55966951833062,Medium,Small,0,0.0
8,6.818566010192317,34.06975417507198,Medium,Medium,1,3.3582794296014735
7,4.710796649988683,9.722107167019761,Large,Large,1,5.4461801022516045
9,8.031578847179258,8.396679219811231,Large,Large,1,4.443794301939329
7,14.912816636159947,21.756740593777536,Large,Large,1,3.1344935344157987
9,2.7640641646927424,10.779016848428997,Small,Small,1,4.894313260784164
8,22.563712657818723,21.409235544045522,Small,Small,1,2.8446841384941526
0,8.892637411859647,34.87951327856002,Large,Large,1,6.091787741021664
3,4.099129779137048,32.486650108556574,Large,Large,1,5.5579143732299
6,14.444065414052162,42.44426160619055,Small,Medium,0,0.0
7,8.082046383284494,5.121755735430633,Medium,Medium,1,5.993873582344766
4,15.386160950387618,7.804364651222528,Medium,Large,0,0.0
5,4.9349397949115446,34.19430451977108,Large,Large,1,4.567267642287783
9,9.273277616228947,31.080962240789468,Small,Large,0,0.0
3,12.933259791542993,38.65284333702979,Small,Small,1,4.047789509161863
2,8.072961561927263,31.260969672387084,Medium,Medium,1,5.294373865330212
4,3.1460010764292834,35.667064052198974,Medium,Medium,1,5.5659733166037615
1,11.166073081017228,28.646452759331257,Small,Small,1,5.466247539973818
4,7.085584057828467,49.788128998118516,Small,Large,0,0.0
1,10.3053866403162,27.17101799089217,Small,Small,1,5.770778382964081
4,3.4649904571551176,33.1508023642774,Large,Large,1,5.459144289515146
9,13.673701960214544,42.29634140895018,Medium,Medium,1,2.0177774490963025
4,6.2770381969168705,48.841891056136674,Small,Small,1,3.9236983839719146
9,22.64928706285031,46.953502269301254,Large,Large,1,0.8777311840218543
1,7.8884328603562786,12.09665189494739,Small,Small,1,6.693874150670168
1,21.995526620787192,6.1818430877301545,Large,Large,1,5.17860206559958
3,10.241728743928578,6.002033375919558,Medium,Medium,1,6.188512874119351
6,14.945686167313854,43.71509828613542,Medium,Small,0,0.0
9,2.74892113378544,12.136539279987451,Medium,Medium,1,4.897033691504581
4,10.976359411654574,22.761244805117553,Medium,Medium,1,4.463895634615714
6,14.908720597064221,29.631941493880227,Small,Small,1,2.328473874277627
3,20.231721553941874,32.90712447777487,Small,Small,1,3.264800519974141
8,18.988775758040894,42.93286468397224,Medium,Small,0,0.0
0,7.80372577259624,14.595931352324337,Large,Large,1,6.698094121710257
1,10.796854222083804,41.5355746535306,Medium,Large,0,0.0
7,4.445693533847667,43.05653613772117,Medium,Medium,1,3.542843967339533
6,16.90812210088434,35.477201133622756,Medium,Small,0,0.0
0,16.362821422211272,4.890290925523394,Small,Small,1,6.426788555406943
3,23.314012542665726,34.46654744073372,Small,Small,1,3.2565529895428087
6,6.110334960567338,30.986507858554575,Large,Large,1,3.6299980242482928
0,15.105633055750367,13.512150480799201,Large,Large,1,6.344755279898244
5,23.25907198040388,7.428785156006007,Medium,Medium,1,4.263699987313771
0,10.721700694996676,0.3170783206713601,Medium,Medium,1,7.535714212599512
5,6.089309712502702,28.05579534468267,Medium,Medium,1,4.4531533304599105
0,3.4222383435277615,48.16293608729269,Medium,Medium,1,5.0
7,3.680945090712848,40.0407116712381,Large,Large,1,3.6122350938377394
5,4.526352517356597,4.834211256238719,Large,Large,1,6.761010296359916
0,15.074135988427287,28.454551974218635,Small,Medium,0,0.0
1,8.48020069916085,20.157292702994965,Medium,Large,0,0.0
7,14.581599716059204,33.5451513125278,Small,Small,1,2.185394126997346
2,14.581644404874266,1.5882232931199114,Large,Medium,0,0.0
6,16.716515988473038,3.5072440417761754,Medium,Large,0,0.0
9,23.692287028398198,20.106642594903963,Medium,Medium,1,1.9726415936204929
4,8.673915258661824,34.746881142007005,Small,Medium,0,0.0
2,21.43390575119546,13.770282445387233,Medium,Medium,1,4.643887681678412
1,1.4725220850288767,11.576294010344856,Medium,Medium,1,7.917348101526989
9,8.896156561844071,37.070934708631384,Medium,Large,0,0.0
6,13.065483121822503,28.80826805122847,Medium,Medium,1,2.9094177061038784
7,21.03662262271616,31.34190305073105,Large,Medium,0,0.0
0,21.900441549245375,36.734251838086266,Small,Small,1,3.59283509956063
1,2.4720916474386927,23.491467901291635,Medium,Medium,1,6.795755194588942
6,21.611279133381895,36.31307641812162,Small,Small,1,1.9406033350866239
9,7.247807988609539,44.075692718933325,Large,Large,1,2.4240003507793926
2,16.00694041063026,48.1833851108712,Medium,Large,0,0.0
8,14.947507473105349,22.890444227516287,Large,Medium,0,0.0
0,13.98904774792806,5.1521217634586005,Medium,Medium,1,6.79586721914816
2,7.754107843843908,11.977377404944017,Medium,Medium,1,5.947836943190907
5,12.262139530892629,18.178435680396664,Medium,Medium,1,4.17377541266189
3,16.246659487202653,40.71337218291447,Medium,Large,0,0.0
1,7.751969057561695,41.154655832535006,Large,Small,0,0.0
7,7.211355826685859,30.608965753026286,Large,Large,1,3.3711812801695147
6,3.2116400491119217,16.42370258515976,Medium,Large,0,0.0
5,8.58748359198524,29.058482810095025,Small,Small,1,4.042426566183308
5,4.296271634282195,19.185607058949866,Small,Small,1,5.321646977349211
8,12.407396878488175,42.59865343803794,Small,Medium,0,0.0
3,9.196234164108951,15.80762399070726,Large,Small,0,0.0
6,0.10510724030705632,5.754726279576561,Large,Small,0,0.0
0,7.699638799970004,37.48584078912202,Medium,Small,0,0.0
3,9.20187750318836,15.341130695677169,Small,Small,1,5.2985730579307395
2,18.734465434349172,14.342304261823724,Small,Large,0,0.0
6,19.052673510050592,32.89253091045334,Medium,Small,0,0.0
4,1.4133156596186414,37.97073915820373,Small,Small,1,5.941950518859534
2,18.43196026381297,22.53057633424801,Small,Large,0,0.0
1,8.215060529808294,18.802555862072495,Medium,Large,0,0.0
5,7.431309580360043,10.587875888205318,Large,Medium,0,0.0
4,17.313275357345226,32.6736298800045,Small,Large,0,0.0
8,10.561801815019239,12.19750601034163,Medium,Medium,1,4.78754894056479
7,16.69642144437771,9.239290809004192,Large,Large,1,3.57897586092739
6,1.166681484175558,23.055925350537116,Small,Small,1,5.002748201078164
7,0.6407089383115738,45.11771991967666,Large,Large,1,3.76798386312822
9,12.476368775911695,42.494060317207555,Large,Small,0,0.0
6,3.131359000775219,38.256772255153464,Large,Large,1,3.9619405327554933
9,11.871864248706485,6.244485916357384,Small,Large,0,0.0
8,3.3707822304416184,43.276663393608864,Small,Small,1,3.2172489229038
6,9.037710864783186,2.706971600698227,Small,Small,1,6.019356774767199
3,24.578736871598167,41.20022455405133,Small,Small,1,2.8177923297201906
8,7.089671032034622,36.31977581604992,Medium,Medium,1,3.240863342061343
8,1.199172383421998,23.740159927297267,Medium,Medium,1,4.909625888053999
6,7.087929716969432,9.919072447633953,Large,Large,1,5.408856820375849
5,0.36232638521084826,24.91045883649125,Medium,Small,0,0.0
6,18.994256061322844,30.427496214031585,Small,Small,1,2.129775450491002
9,21.25560004230566,35.87466466814275,Small,Small,1,1.5273330584966438
3,7.3927036855272075,35.97025252661322,Large,Large,1,4.949835011779785
1,5.28514566297418,22.745651573270603,Medium,Large,0,0.0
9,8.710684018248804,1.1212542862984343,Medium,Medium,1,5.191078435432552
1,11.90377820755314,1.038722947916959,Small,Small,1,7.227749331222085
8,3.5701251878721334,25.691965765591746,Small,Small,1,4.496964608987882
6,5.878391094656754,3.8716775009334627,Small,Medium,0,0.0
8,10.528630441904738,30.57189194608558,Large,Small,0,0.0
1,3.2750516301896457,16.51861200631205,Medium,Large,0,0.0
7,4.734960084337664,18.07260411264735,Medium,Medium,1,5.16797974519105
4,15.27103101759055,15.819983432341195,Small,Small,1,4.640718074144001
1,21.884933023054444,41.9770468090072,Medium,Small,0,0.0
6,19.332573393230685,43.70871949057617,Medium,Small,0,0.0
9,20.536985551313077,14.590708801974072,Medium,Medium,1,2.848145539800433
7,4.058335535305818,47.54956577073549,Large,Large,1,3.577598432897879
6,16.83873351621053,46.97999969995474,Small,Small,1,2.110614450679555
4,3.9046051854253694,42.04020166738335,Medium,Medium,1,5.018174671171557
1,24.069675516879215,7.6942629521740855,Small,Small,1,4.81967357285152
2,8.218355306053224,3.5699081558961234,Medium,Medium,1,7.0163492309671005
1,6.642066714244504,44.81253712182606,Large,Large,1,5.041165778776514
1,9.432292041304057,47.89169219369318,Large,Large,1,4.816496838227452
3,6.962943902235655,44.478276826836805,Medium,Medium,1,4.072973386108905
2,3.5536129668338523,40.1664268707584,Medium,Small,0,0.0
8,24.47111879045188,42.557184191104,Medium,Medium,1,1.4758770540785893
8,12.886598541674477,32.60120843280957,Medium,Medium,1,2.59758790252557
9,4.039294060638363,32.463120088668276,Large,Large,1,3.675337451935552
5,13.072294106585527,37.25087272475007,Large,Large,1,3.5150860084179785
7,21.09258884847282,2.0272940809432596,Large,Large,1,3.76798386312822
7,21.686953368067805,27.763079968343074,Large,Large,1,2.382589140034341
5,14.833071471224905,40.32468452956762,Large,Medium,0,0.0
1,14.768370953112402,42.50318890696701,Large,Medium,0,0.0
5,8.807846061613317,27.32894453561033,Small,Medium,0,0.0
2,23.84536073910551,16.7329443721005,Medium,Large,0,0.0
0,22.886603817079685,38.67079305344018,Medium,Medium,1,3.4471551055462593
3,20.38339950055769,31.714908062801033,Large,Large,1,3.299873381774405
1,16.062257726825514,3.921728797183821,Large,Large,1,6.467516943068384
5,6.7191339699489125,3.857373689239474,Small,Small,1,6.524023231804485
8,5.989938510215922,13.957992304883238,Small,Small,1,4.835479444918612
0,11.316780489733391,34.03311949393783,Small,Medium,0,0.0
1,0.22707537507333786,39.29795459325282,Small,Large,0,0.0
4,23.705371676479757,24.63946080225367,Medium,Medium,1,3.1555088332748578
5,6.366291774758576,45.70844892041486,Large,Medium,0,0.0
0,18.338796732913725,48.310790227222824,Small,Medium,0,0.0
5,1.9705533494007665,41.70982390126187,Large,Large,1,4.999999999999999
0,16.052414857621695,30.02069725947057,Medium,Medium,1,3.968848346316728
7,18.429714267160847,40.46653509838527,Large,Small,0,0.0
9,2.953370633107749,35.42651432568934,Medium,Medium,1,3.595500401648711
5,0.7029329876911683,21.679985618226112,Large,Large,1,5.3879659188638644
4,3.5556638266088236,28.708545970361104,Small,Small,1,5.44411050899145
3,2.9090218408340807,25.742527339210536,Medium,Medium,1,6.057974594446032
3,17.263195389562398,32.76215798886202,Large,Medium,0,0.0
5,0.7364049352585722,49.55226282028158,Large,Small,0,0.0
8,7.856464120171392,16.587045074146033,Small,Small,1,4.518126000453904
0,3.0494662426638923,24.124655894652054,Medium,Medium,1,6.913190046195244
4,19.538233328822805,17.115755613194604,Medium,Large,0,0.0
6,15.784982948910681,25.35399692617657,Medium,Medium,1,2.7820604777257167
2,13.236878313889502,28.63068501199319,Medium,Medium,1,4.436810879245918
3,24.641239529313395,36.556106167469295,Small,Small,1,3.2009079392614206
3,19.99041125881478,9.390323802334489,Large,Large,1,5.067485623762959
6,24.609979819984616,24.349657596175277,Medium,Small,0,0.0
0,4.633840572073192,28.969636455651504,Small,Large,0,0.0
4,24.855156712728885,15.698088329453274,Large,Small,0,0.0
9,11.7978329151729,1.958163546828784,Medium,Large,0,0.0
9,19.373964182663936,28.90437795520413,Medium,Medium,1,2.042678519105859
